Nome,Depth,i,seed,Melhor_solucao,Melhor_solucao_shrunk,Melhor_fitness,Matches_on_left,Matches_on_right,Numero_de_comparacoes,Numero_total_de_comparacoes,Tempo_para_encontrar_melhor_solucao,Tempo_total,Timed_out
warmup,5,1,2967301147,foo,foo,21,21,0,830,135217,0,120,true
warmup,5,1,5600405384,foo,foo,21,21,0,9476,600002,0,13,false
warmup,5,2,1632819610,foo,foo,21,21,0,1033,140625,0,120,true
warmup,5,3,1412034944,foo,foo,21,21,0,4998,136135,0,120,true
warmup,5,4,9724161943,foo,foo,21,21,0,360,600000,0,17,false
warmup,5,5,4037724866,foo,foo,21,21,0,5940,135411,0,120,true
warmup,5,6,8370032799,foo,foo,21,21,0,13334,148226,0,120,true
warmup,5,7,2767986875,foo,foo,21,21,0,356,600000,0,16,false
warmup,5,8,3141506592,foo,foo,21,21,0,8336,145957,0,120,true
warmup,5,9,3313543896,foo,foo,21,21,0,1052,600000,0,13,false
warmup,5,10,8657690939,foo,foo,21,21,0,2365,139141,0,120,true
warmup,5,11,9696640194,foo,foo,21,21,0,7529,600000,0,13,false
warmup,5,12,6621545651,foo,foo,21,21,0,6296,600000,0,16,false
warmup,5,13,2492462788,foo,foo,21,21,0,11344,136490,0,120,true
warmup,5,14,3404588599,foo,foo,21,21,0,488,128799,0,120,true
warmup,5,15,2330977742,foo,foo,21,21,0,3865,133405,0,120,true
warmup,5,16,6361187489,foo,foo,21,21,0,9188,142174,0,120,true
warmup,5,17,2805026820,$a,$a,0,0,0,127876,128340,119,120,true
warmup,5,18,4323456912,foo,foo,21,21,0,1040,131373,0,120,true
warmup,5,19,8361101999,foo,foo,21,21,0,17693,148518,1,120,true
warmup,5,20,9935136846,foo,foo,21,21,0,1364,122718,0,120,true
warmup,5,21,5217407358,foo,foo,21,21,0,6899,137358,0,120,true
warmup,5,22,5619256299,foo,foo,21,21,0,1543,129997,0,120,true
warmup,5,23,4560422870,foo,foo,21,21,0,1083,130525,0,120,true
warmup,5,24,5236888092,foo,foo,21,21,0,33171,174244,1,120,true
warmup,5,25,1337360711,foo,foo,21,21,0,8244,142970,0,120,true
warmup,5,26,7659837985,foo,foo,21,21,0,581,600000,0,15,false
warmup,5,27,2521100877,foo,foo,21,21,0,8641,141062,0,120,true
warmup,5,28,8801535107,foo,foo,21,21,0,469,130731,0,120,true
warmup,5,29,9651599436,foo,foo,21,21,0,1015,133778,0,120,true
anchors,5,1,2967301147,sic,sic,4,4,0,948,600000,0,15,false
anchors,5,1,5600405384,ea,ea,2,2,0,653,600000,0,15,false
anchors,5,2,1632819610,k$,k$,21,21,0,2158,124513,0,120,true
anchors,5,3,1412034944,sic,sic,4,4,0,673,600002,0,11,false
anchors,5,4,9724161943,k$,k$,21,21,0,156,126746,0,120,true
anchors,5,5,4037724866,sic,sic,4,4,0,808,600000,0,16,false
anchors,5,6,8370032799,k$,k$,21,21,0,756,600000,0,14,false
anchors,5,7,2767986875,k$,k$,21,21,0,93,600000,0,15,false
anchors,5,8,3141506592,k$,k$,21,21,0,2309,600000,0,15,false
anchors,5,9,3313543896,[ijk]$,[ijk]$,21,21,0,3654,131079,0,120,true
anchors,5,10,8657690939,k$,k$,21,21,0,6528,126814,0,120,true
anchors,5,11,9696640194,k\b,k\b,21,21,0,2319,600000,0,11,false
anchors,5,12,6621545651,k$,k$,21,21,0,5635,133098,0,120,true
anchors,5,13,2492462788,k$,k$,21,21,0,3002,600000,0,16,false
anchors,5,14,3404588599,k$,k$,21,21,0,442,600000,0,14,false
anchors,5,15,2330977742,k$,k$,21,21,0,1907,600002,0,13,false
anchors,5,16,6361187489,k$,k$,21,21,0,615,131455,0,120,true
anchors,5,17,2805026820,k$,k$,21,21,0,3324,130485,0,120,true
anchors,5,18,4323456912,N/A,N/A,N/A,N/A,N/A,N/A,600000,N/A,11,false
anchors,5,19,8361101999,$o,$o,0,0,0,126537,126996,119,120,true
anchors,5,20,9935136846,[rs][de],[rs][de],3,3,0,599279,600002,15,15,false
anchors,5,21,5217407358,^\we,^\we,5,5,0,6252,600002,0,11,false
anchors,5,22,5619256299,k$,k$,21,21,0,1802,600002,0,11,false
anchors,5,23,4560422870,k$,k$,21,21,0,2669,600000,0,14,false
anchors,5,24,5236888092,$n,$n,0,0,0,127058,127517,119,120,true
anchors,5,25,1337360711,[ijk]$,[ijk]$,21,21,0,1950,600002,0,11,false
anchors,5,26,7659837985,k$,k$,21,21,0,565,600000,0,12,false
anchors,5,27,2521100877,k$,k$,21,21,0,215,132144,0,120,true
anchors,5,28,8801535107,$v,$v,0,0,0,127082,127495,119,120,true
anchors,5,29,9651599436,k$,k$,21,21,0,532,127673,0,120,true
ranges,5,1,2967301147,d,d,13,16,3,323,167322,0,120,true
ranges,5,1,5600405384,[dbf]\B,[dbf]\B,16,21,5,954,173461,0,120,true
ranges,5,2,1632819610,[dbf]\B,[dbf]\B,16,21,5,583,183533,0,120,true
ranges,5,3,1412034944,^[bfda],^[bfda],17,19,2,2956,184247,0,120,true
ranges,5,4,9724161943,[b-f][ef],[b-f][ef],17,19,2,687,173779,0,120,true
ranges,5,5,4037724866,^[a-f][a-e][^n],^[a-f][a-e][n],20,21,1,15239,600000,0,13,false
ranges,5,6,8370032799,^[adbf],^[adbf],17,19,2,1365,600000,0,14,false
ranges,5,7,2767986875,^[a-f][a-e][^n],^[a-f][a-e][n],20,21,1,7685,182758,0,120,true
ranges,5,8,3141506592,^[a-f][a-e][^n],^[a-f][a-e][n],20,21,1,1000,600000,0,13,false
ranges,5,9,3313543896,^[a-f][a-e][^n],^[a-f][a-e][n],20,21,1,2921,600000,0,15,false
ranges,5,10,8657690939,[dfb][ae],[dfb][ae],20,21,1,837,600000,0,17,false
ranges,5,11,9696640194,[dbf]\B,[dbf]\B,16,21,5,1162,600000,0,14,false
ranges,5,12,6621545651,^[a-f][a-e][^n],^[a-f][a-e][n],20,21,1,3699,180926,0,120,true
ranges,5,13,2492462788,d,d,13,16,3,124,175900,0,120,true
ranges,5,14,3404588599,d,d,13,16,3,108,600000,0,15,false
ranges,5,15,2330977742,[dbf]\B,[dbf]\B,16,21,5,1173,179735,0,120,true
ranges,5,16,6361187489,[a-f][a-e][b-f],[a-f][a-e][b-f],20,21,1,1744,174197,0,120,true
ranges,5,17,2805026820,^[a-f][a-e][^n],^[a-f][a-e][n],20,21,1,12847,600000,0,13,false
ranges,5,18,4323456912,d,d,13,16,3,432,178573,0,120,true
ranges,5,19,8361101999,$h,$h,0,0,0,175924,176498,119,120,true
ranges,5,20,9935136846,[a-f][a-e][a-f][^m],[a-f][a-e][a-f][m],21,21,0,1826,171721,0,120,true
ranges,5,21,5217407358,[b-f][ef],[b-f][ef],17,19,2,1474,169147,0,120,true
ranges,5,22,5619256299,[a-f][a-e][b-f],[a-f][a-e][b-f],20,21,1,7667,600000,0,15,false
ranges,5,23,4560422870,[bdf]\B,[bdf]\B,16,21,5,518,180202,0,120,true
ranges,5,24,5236888092,[bdf]\B,[bdf]\B,16,21,5,777,179295,0,120,true
ranges,5,25,1337360711,[a-f][a-e][a-f][^m],[a-f][a-e][a-f][m],21,21,0,25130,193670,1,120,true
ranges,5,26,7659837985,^[a-f][a-e][^n],^[a-f][a-e][n],20,21,1,10816,179548,0,120,true
ranges,5,27,2521100877,^[a-f][a-e][^n],^[a-f][a-e][n],20,21,1,3363,600000,0,15,false
ranges,5,28,8801535107,$w,$w,0,0,0,171257,171823,119,120,true
ranges,5,29,9651599436,^[a-f]*?$,^[a-f]*?$,21,21,0,16563,600000,0,18,false
backrefs,5,1,2967301147,t,t,4,10,6,1402,600000,0,12,false
backrefs,5,1,5600405384,t,t,4,10,6,475,600000,0,11,false
backrefs,5,2,1632819610,N/A,N/A,N/A,N/A,N/A,N/A,600000,N/A,11,false
backrefs,5,3,1412034944,t,t,4,10,6,451,134155,0,120,true
backrefs,5,4,9724161943,[tfv],[tfv],7,13,6,2136,600000,0,17,false
backrefs,5,5,4037724866,t,t,4,10,6,696,600000,0,15,false
backrefs,5,6,8370032799,[f-m]$,[f-m]$,5,6,1,2527,125760,0,120,true
backrefs,5,7,2767986875,e[\w]\B,e[\w]\B,6,11,5,1412,600000,0,17,false
backrefs,5,8,3141506592,[f-m]$,[f-m]$,5,6,1,1453,600000,0,16,false
backrefs,5,9,3313543896,t,t,4,10,6,843,600000,0,14,false
backrefs,5,10,8657690939,N/A,N/A,N/A,N/A,N/A,N/A,199722,N/A,120,true
backrefs,5,11,9696640194,[vtf],[vtf],7,13,6,749,128151,0,120,true
backrefs,5,12,6621545651,[f-m]$,[f-m]$,5,6,1,4668,600000,0,19,false
backrefs,5,13,2492462788,e\w\B,e\w\B,6,11,5,852,126076,0,120,true
backrefs,5,14,3404588599,l$,l$,4,4,0,406,125924,0,120,true
backrefs,5,15,2330977742,t,t,4,10,6,612,130467,0,120,true
backrefs,5,16,6361187489,l$,l$,4,4,0,796,128384,0,120,true
backrefs,5,17,2805026820,N/A,N/A,N/A,N/A,N/A,N/A,128101,N/A,120,true
backrefs,5,18,4323456912,[f-m]$,[f-m]$,5,6,1,4008,127598,0,120,true
backrefs,5,19,8361101999,$y,$y,0,0,0,127304,127766,119,120,true
backrefs,5,20,9935136846,[tuv][d-y][d-s],[tuv][d-y][d-s],10,14,4,949,140806,0,120,true
backrefs,5,21,5217407358,l\b,l\b,4,4,0,1160,600000,0,16,false
backrefs,5,22,5619256299,t,t,4,10,6,692,202249,0,120,true
backrefs,5,23,4560422870,e[\w]\B,e[\w]\B,6,11,5,1090,133804,0,120,true
backrefs,5,24,5236888092,[tfv],[tfv],7,13,6,1204,201574,0,120,true
backrefs,5,25,1337360711,l$,l$,4,4,0,2074,600000,0,12,false
backrefs,5,26,7659837985,[f-m]$,[f-m]$,5,6,1,1704,127259,0,120,true
backrefs,5,27,2521100877,[tfv],[tfv],7,13,6,14759,600000,0,15,false
backrefs,5,28,8801535107,N/A,N/A,N/A,N/A,N/A,N/A,127880,N/A,120,true
backrefs,5,29,9651599436,[vft],[vft],7,13,6,6759,600000,0,12,false
powers,5,1,2967301147,^xxxx\b,^xxxx\b,1,1,0,34,600000,0,12,false
powers,5,1,5600405384,^xx$,^xx$,1,1,0,221039,221571,119,120,true
powers,5,2,1632819610,x,x,0,11,11,167,223159,0,120,true
powers,5,3,1412034944,N/A,N/A,N/A,N/A,N/A,N/A,222347,N/A,120,true
powers,5,4,9724161943,x,x,0,11,11,48,600000,0,12,false
powers,5,5,4037724866,x,x,0,11,11,227,218610,0,120,true
powers,5,6,8370032799,N/A,N/A,N/A,N/A,N/A,N/A,223729,N/A,120,true
powers,5,7,2767986875,N/A,N/A,N/A,N/A,N/A,N/A,600000,N/A,12,false
powers,5,8,3141506592,x,x,0,11,11,232,235862,0,120,true
powers,5,9,3313543896,^x\b,^x\b,1,1,0,242,600000,0,12,false
powers,5,10,8657690939,N/A,N/A,N/A,N/A,N/A,N/A,218014,N/A,120,true
powers,5,11,9696640194,^xxxx$,^xxxx$,1,1,0,0,600000,0,12,false
powers,5,12,6621545651,^x$,^x$,1,1,0,20,221665,0,120,true
powers,5,13,2492462788,N/A,N/A,N/A,N/A,N/A,N/A,221559,N/A,120,true
powers,5,14,3404588599,N/A,N/A,N/A,N/A,N/A,N/A,216340,N/A,120,true
powers,5,15,2330977742,x,x,0,11,11,161,228972,0,120,true
powers,5,16,6361187489,^xx$,^xx$,1,1,0,213115,213166,119,120,true
powers,5,17,2805026820,N/A,N/A,N/A,N/A,N/A,N/A,220933,N/A,120,true
powers,5,18,4323456912,^x$,^x$,1,1,0,2247,210523,0,120,true
powers,5,19,8361101999,^x$,^x$,1,1,0,230,600000,0,12,false
powers,5,20,9935136846,^x$,^x$,1,1,0,29,600000,0,12,false
powers,5,21,5217407358,x,x,0,11,11,106,237120,0,120,true
powers,5,22,5619256299,x,x,0,11,11,248,600000,0,12,false
powers,5,23,4560422870,x,x,0,11,11,109,218163,0,120,true
powers,5,24,5236888092,x,x,0,11,11,145,600000,0,12,false
powers,5,25,1337360711,^xx$,^xx$,1,1,0,221057,221627,119,120,true
powers,5,26,7659837985,x,x,0,11,11,3,235711,0,120,true
powers,5,27,2521100877,N/A,N/A,N/A,N/A,N/A,N/A,220860,N/A,120,true
powers,5,28,8801535107,^x$,^x$,1,1,0,101531,101647,119,120,true
powers,5,29,9651599436,^x[x]xx$,^x[x]xx$,1,1,0,0,218513,0,120,true
long-count,5,1,2967301147,[],[],0,0,0,20041,600002,1,15,false
long-count,5,1,5600405384,[],[],0,0,0,20468,600000,1,15,false
long-count,5,2,1632819610,$ ,$ ,0,0,0,19283,600000,0,16,false
long-count,5,3,1412034944,[],[],0,0,0,21236,600000,1,16,false
long-count,5,4,9724161943,[],[],0,0,0,19816,600002,1,15,false
long-count,5,5,4037724866,[],[],0,0,0,19481,600000,1,15,false
long-count,5,6,8370032799,[],[],0,0,0,20006,600000,1,15,false
long-count,5,7,2767986875,  ,  ,0,0,0,18678,600000,0,15,false
long-count,5,8,3141506592,[],[],0,0,0,18776,600000,0,16,false
